year,weekofyear,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases
1993,18,37.35,298.15285710000006,298.18571430000003,295.26,300.1,296.9,40.7,84.08142857,37.35,16.65857143,1.857142857,26.94285714,6.271428571,32.2,22.2,114.3,17
1993,19,34.9,297.6714286,297.6928571,294.84714289999994,300.4,296.1,142.4,84.52142857,34.9,16.26714286,2.5,26.47142857,6.0,31.1,22.8,18.3,10
1993,20,14.84,298.6042857,298.7214286,295.32428569999996,301.2,296.4,55.67,82.43571429,14.84,16.85714286,2.214285714,28.22857143,7.228571429,33.9,23.3,4.6,10
1993,21,78.17,299.3642857,299.37857139999994,296.67571430000004,301.8,297.6,100.2,85.39857143,78.17,18.18571429,2.271428571,28.94285714,7.228571429,33.9,23.3,32.1,18
1993,22,62.2,298.8442857,298.9142857,296.45142860000004,301.4,297.3,93.2,86.9,62.2,17.95142857,1.914285714,27.64285714,5.885714286,31.1,22.8,58.3,19
1993,23,8.48,300.65857139999997,300.73571430000004,296.97857139999996,302.8,298.5,20.2,80.61571429,8.48,18.49142857,2.642857143,29.9,7.385714286,34.4,25.0,1.3,12
1993,24,30.65,299.1842857,299.26428569999996,295.74285710000004,301.0,297.7,55.5,81.49285714,30.65,17.13,2.1,27.72857143,6.785714286,32.2,23.3,57.9,22
1993,25,93.75,299.52142860000004,299.49285710000004,296.2942857,301.8,297.5,74.0,82.60857143,93.75,17.71285714,1.9571428569999998,27.34285714,6.971428571000001,33.3,22.2,60.4,12
1993,26,8.49,299.70428569999996,299.84285710000006,296.51,301.6,298.2,27.5,82.83285714,8.49,17.92285714,2.0,28.84285714,5.871428571,32.8,25.0,7.2,21
1993,27,37.28,299.56714289999996,299.62857139999994,296.03,301.6,297.5,72.8,81.14857143,37.28,17.40714286,1.885714286,28.24285714,6.842857143,32.8,24.4,21.0,18
1993,28,73.94,299.5842857,299.70714289999995,296.05571430000003,301.9,297.7,67.7,81.21571429,73.94,17.46,2.5,27.88571429,6.528571428999999,32.2,22.2,92.2,16
1993,29,4.81,299.89142860000004,299.9642857,295.94,302.0,298.3,29.4,79.15,4.81,17.31714286,2.471428571,28.5,7.257142857000001,33.3,24.4,13.0,16
1993,30,78.03,299.2371429,299.26428569999996,296.59285710000006,301.3,298.0,109.0,85.55142857,78.03,18.03428571,1.7571428569999998,27.94285714,6.0,32.2,22.2,71.4,22
1993,31,12.38,300.06285710000003,300.26428569999996,296.85714289999993,302.0,298.3,12.6,82.88285714,12.38,18.32714286,2.357142857,29.02857143,6.585714286,32.8,24.4,0.8,17
1993,32,7.25,300.12142860000006,300.35,296.56142860000006,302.0,298.7,21.8,81.01285714,7.25,17.98857143,2.328571429,29.02857143,6.257142857000001,32.8,25.0,18.1,25
1993,33,106.83,299.67,299.77142860000004,296.5128571,302.3,297.8,62.7,83.07571429,106.83,17.95285714,2.228571429,29.41428571,6.428571429,33.9,24.4,12.7,23
1993,34,1.36,299.91857139999996,299.98571430000004,296.49,302.1,297.9,26.9,81.72714286,1.36,17.91714286,2.314285714,28.97142857,7.614285714,33.3,24.4,17.1,12
1993,35,30.85,299.9757143,300.0357143,296.10714289999993,302.0,298.5,34.4,79.62857143,30.85,17.52714286,2.185714286,28.65714286,7.328571429,32.8,24.4,28.8,25
1993,36,43.26,299.76142860000004,299.85714289999993,296.12857139999994,302.6,298.2,42.1,80.68428571,43.26,17.56142857,2.171428571,28.42857143,7.885714286,32.8,23.3,43.4,28
1993,37,14.42,299.67285710000004,299.7857143,296.2914286,301.9,298.3,50.0,81.79428571,14.42,17.70428571,1.9428571430000001,28.6,7.371428571,32.8,23.9,23.1,27
1993,38,71.36,300.06714289999996,300.14285710000007,296.46142860000003,302.4,298.2,57.9,80.90142857,71.36,17.95285714,2.685714286,28.15714286,6.928571429,32.8,23.3,8.7,18
1993,39,72.86,299.8857143,299.9428571,296.65142860000003,302.1,298.4,76.0,82.61,72.86,18.12,2.171428571,28.28571429,6.985714286,32.8,23.9,26.7,23
1993,40,27.62,299.59142860000003,299.60714289999993,296.6328571,301.1,298.2,55.36,83.84142857,27.62,18.10428571,1.6714285709999999,28.01428571,7.5,33.3,23.3,16.8,23
1993,41,8.01,299.95714289999995,300.04285710000005,296.42571430000004,301.8,298.7,35.8,81.10285714,8.01,17.86,1.9428571430000001,28.4,6.985714286,32.2,24.4,27.0,29
1993,42,0.0,300.1814286,300.24285710000004,296.16857139999996,302.4,298.0,17.0,78.80714286,0.0,17.59285714,2.257142857,28.2,7.7,33.3,23.9,6.4,38
1993,43,70.07,299.78857139999997,299.7214286,296.1142857,301.5,298.1,57.6,80.39857143,70.07,17.55571429,1.9571428569999998,28.07142857,7.142857143,32.8,23.9,25.4,36
1993,44,0.0,299.8857143,299.9214286,296.00714289999996,301.9,298.5,16.1,79.50428571,0.0,17.44142857,2.3,27.9,7.242857142999999,32.8,23.3,4.1,43
1993,45,0.0,299.22857139999996,299.35,295.29857139999996,300.9,297.8,25.6,79.03714286,0.0,16.66285714,2.271428571,27.64285714,7.728571429,32.8,23.3,6.7,46
1993,46,12.5,298.8457143,299.05,295.18857139999994,301.0,297.5,70.71,80.37714286,12.5,16.58,1.842857143,27.17142857,6.771428571,31.7,22.8,48.8,31
1993,47,91.81,298.57142860000005,298.67857139999995,295.2557143,301.1,296.8,118.1,82.15428571,91.81,16.66142857,1.871428571,26.88571429,6.6,31.7,22.2,46.4,25
1993,48,6.09,298.62714289999997,298.7214286,294.9657143,300.5,297.2,25.7,80.46571429,6.09,16.40142857,2.014285714,26.78571429,8.342857143,33.3,21.1,5.5,40
1993,49,5.29,298.2185714,298.1928571,294.52,300.5,296.6,43.4,80.30285714,5.29,15.93285714,2.357142857,26.52857143,7.085714286,30.6,21.1,20.8,31
1993,50,14.82,298.5657143,298.5857143,294.16,300.8,296.2,28.6,76.85428571,14.82,15.57142857,2.457142857,26.22857143,7.857142857,31.1,21.1,7.7,38
1993,51,42.62,298.2185714,298.3357143,294.2342857,301.2,296.1,33.6,78.82857143,42.62,15.65,2.557142857,26.04285714,6.828571429,31.7,21.7,37.6,30
1994,52,5.25,298.52714289999994,298.7785714,294.40142860000003,301.0,296.0,3.4,78.01857143,5.25,15.78,2.442857143,26.97142857,8.2,32.8,21.7,0.3,22
1994,1,12.6,298.19142860000005,298.2857143,293.5857143,300.1,296.3,19.5,75.74285714,12.6,14.95142857,2.057142857,25.5,6.742857142999999,29.4,21.1,41.0,31
1994,2,0.0,297.59,297.6928571,293.7214286,299.6,296.0,19.4,79.15,0.0,15.09714286,2.214285714,25.45714286,7.271428571,29.4,21.1,13.4,26
1994,3,0.0,297.91285710000005,297.9428571,293.37,299.7,296.2,16.4,75.98428571,0.0,14.77571429,2.114285714,25.08571429,7.428571429,30.0,20.0,26.6,35
1994,4,0.0,297.57142860000005,297.70714289999995,293.5314286,299.2,296.3,19.04,78.38142857,0.0,14.93857143,2.328571429,25.32857143,7.042857142999999,29.4,20.6,9.7,36
1994,5,0.0,297.5885714,297.7142857,293.23,299.8,295.8,21.8,76.82571429,0.0,14.63428571,2.2,25.78571429,7.1,30.0,20.6,3.6,39
1994,6,0.0,297.5157143,297.57142860000005,292.85285710000005,299.2,295.9,11.5,75.31,0.0,14.28857143,1.7428571430000002,25.25714286,7.528571428999999,29.4,21.1,9.1,25
1994,7,0.0,297.7742857,297.9428571,292.57714289999996,299.4,295.5,7.2,72.88571429,0.0,14.02,2.285714286,25.7,7.157142857,30.6,21.1,9.7,31
1994,8,0.0,297.4557143,297.56428569999997,292.67285710000004,299.3,296.1,11.5,74.78857143,0.0,14.15714286,2.357142857,25.74285714,8.571428571,30.6,20.6,7.9,37
1994,9,0.0,297.23571430000004,297.3357143,293.12857139999994,300.1,295.4,16.7,77.91571429,0.0,14.55857143,2.5,25.31428571,8.542857142999999,30.6,20.6,16.2,33
1994,10,7.15,297.2685714,297.40714289999994,293.88714289999996,299.5,295.5,18.7,81.51857143,7.15,15.25857143,2.442857143,25.88571429,7.0571428570000005,31.1,21.7,15.8,25
1994,11,0.0,297.50142860000005,297.6714286,292.8642857,299.8,295.6,6.69,75.43571429,0.0,14.33428571,2.5714285709999998,25.84285714,7.957142857000001,31.1,21.1,16.8,24
1994,12,0.0,298.01428569999996,298.2142857,293.17571430000004,300.5,295.5,2.9,74.64714286,0.0,14.61714286,3.6571428569999997,26.72857143,9.914285714,32.8,20.6,0.0,18
1994,13,46.62,298.2814286,298.4642857,293.53285710000006,300.1,296.8,6.66,75.08285714,46.62,14.94571429,2.471428571,26.7,8.342857143,33.3,21.1,1.0,23
1994,14,0.0,298.12,298.31428569999997,293.15142860000003,300.0,296.8,4.4,73.95142857,0.0,14.54714286,2.4,26.42857143,7.771428571,31.1,21.7,2.3,13
1994,15,0.0,297.53714289999994,297.62142860000006,293.7342857,299.6,296.0,37.0,79.51714286,0.0,15.14714286,2.1,25.97142857,6.714285714,30.0,21.1,16.7,18
1994,16,0.0,297.5414286,297.73571430000004,292.85285710000005,299.6,296.3,16.6,75.24714286,0.0,14.29428571,2.128571429,25.97142857,6.4,30.0,22.2,28.7,14
1994,17,0.0,298.32428569999996,298.49285710000004,293.4557143,300.9,296.8,4.9,74.51571429,0.0,14.88142857,2.614285714,26.67142857,7.785714286,31.7,22.2,13.2,17
1994,18,68.0,298.9271429,299.09285710000006,295.23571430000004,301.1,297.0,14.1,80.35285714,68.0,16.62142857,2.671428571,27.75714286,7.7,33.3,22.8,10.5,22
1994,19,10.46,298.5571429,298.7,294.9242857,300.5,297.2,21.1,80.46285714,10.46,16.28,1.9428571430000001,27.41428571,6.457142857000001,31.7,23.9,3.3,13
1994,20,16.5,298.4742857,298.55,295.38428569999996,300.6,297.3,28.9,83.13571429,16.5,16.76714286,1.8142857140000002,27.71428571,8.1,33.3,22.8,29.3,24
1994,21,17.52,299.94142860000005,300.22857139999996,296.06428569999997,302.3,297.7,7.9,79.50285714,17.52,17.48714286,2.8857142860000002,29.1,7.071428571,33.9,24.4,6.9,31
1994,22,6.59,299.59714289999994,299.7785714,295.34285710000006,301.7,297.8,16.7,77.66428571,6.59,16.71285714,2.357142857,28.57142857,7.3142857139999995,33.3,23.3,1.6,34
1994,23,42.53,299.32714289999996,299.5357143,295.64285710000007,301.3,298.0,21.5,80.38285714,42.53,17.01571429,2.471428571,28.22857143,7.628571429,32.8,23.3,67.3,31
1994,24,13.82,299.6057143,299.8,295.4914286,301.6,298.3,3.7,78.29285714,13.82,16.83142857,2.4,28.32857143,6.771428571,32.8,24.4,5.4,31
1994,25,38.34,299.5,299.6357143,295.46285710000006,302.2,298.0,26.51,78.70428571,38.34,16.83714286,2.042857143,28.07142857,6.6,32.8,23.9,23.4,38
1994,26,12.67,299.8614286,300.00714289999996,295.85285710000005,302.3,298.0,22.9,79.02714286,12.67,17.22857143,2.642857143,28.4,6.757142857000001,32.8,23.9,10.2,49
1994,27,15.39,299.1257143,299.17857139999995,295.1542857,301.5,297.9,54.83,78.80571429,15.39,16.47857143,1.642857143,27.92857143,6.828571429,32.2,23.9,19.5,42
1994,28,9.77,299.4814286,299.65,295.16857139999996,301.5,297.9,18.52,77.30285714,9.77,16.50285714,2.128571429,28.17142857,6.014285714,32.2,23.9,28.7,49
1994,29,43.28,299.93285710000004,300.1,295.56285710000003,301.7,297.8,9.9,77.10285714,43.28,16.88285714,2.3428571430000003,28.25714286,6.528571428999999,32.8,23.9,9.8,55
1994,30,2.79,299.97714289999993,300.12857139999994,295.2371429,301.5,298.5,3.3,75.43571429,2.79,16.58,2.457142857,28.51428571,7.228571429,33.3,24.4,1.0,80
1994,31,26.96,299.5757143,299.6357143,295.36285710000004,301.7,297.4,22.9,77.79571429,26.96,16.70857143,2.214285714,28.25714286,6.985714286,33.3,23.9,48.5,84
1994,32,30.03,299.5185714,299.67857139999995,295.4657143,301.5,297.9,12.5,78.58428571,30.03,16.83142857,2.357142857,28.38571429,7.785714286,33.3,23.9,3.6,72
1994,33,17.77,300.01,300.12857139999994,295.4871429,302.2,298.3,16.6,76.43714286,17.77,16.86428571,2.514285714,28.51428571,6.771428571,33.3,24.4,20.4,89
1994,34,3.24,300.3642857,300.5357143,295.9314286,302.7,298.5,11.56,76.92,3.24,17.33857143,2.642857143,28.57142857,6.7,32.8,24.4,4.3,115
1994,35,59.91,300.39285710000007,300.5357143,296.29571430000004,302.7,298.7,20.24,78.48285714,59.91,17.70571429,2.528571429,29.42857143,6.885714286,33.9,25.6,11.0,179
1994,36,19.45,300.07428569999996,300.17857139999995,296.13142860000005,302.4,297.6,28.3,79.13857143,19.45,17.52142857,2.642857143,29.28571429,6.357142857,33.3,24.4,14.4,202
1994,37,61.11,299.95142860000004,300.0571429,295.90714289999994,302.2,298.2,70.4,78.75,61.11,17.30571429,2.457142857,28.55714286,6.9,34.4,23.9,50.8,272
1994,38,39.22,299.8857143,300.0357143,295.96142860000003,302.3,298.1,50.7,79.31428571,39.22,17.35428571,1.9857142859999999,28.37142857,6.1857142860000005,32.2,24.4,34.3,302
1994,39,55.88,299.5085714,299.64285710000007,295.82142860000005,301.8,297.7,45.2,80.37285714,55.88,17.24857143,2.6,28.01428571,6.7,33.9,23.3,31.5,395
1994,40,0.63,300.37714289999997,300.5,295.36285710000004,302.5,298.7,2.8,74.11714286,0.63,16.74428571,2.628571429,28.71428571,6.9,34.4,24.4,8.2,426
1994,41,16.7,299.6385714,299.62142860000006,295.4814286,302.9,297.8,40.8,78.22571429,16.7,16.9,2.7285714289999996,28.32857143,7.657142857,35.0,23.9,39.2,461
1994,42,75.57,300.23857139999996,300.4,295.68571430000003,303.0,298.3,15.81,76.34857143,75.57,17.12428571,3.028571429,28.57142857,7.4428571429999995,35.0,23.9,5.4,381
1994,43,111.52,298.81142860000006,298.85714289999993,296.1714286,300.5,297.5,64.85,85.41714286,111.52,17.64142857,1.657142857,27.67142857,7.271428571,32.8,23.3,39.2,333
1994,44,5.41,299.8671429,300.05,295.8457143,301.9,298.3,15.6,78.68571429,5.41,17.26428571,2.328571429,28.15714286,6.842857143,32.2,24.4,1.9,353
1994,45,32.26,299.2971428999999,299.12857139999994,295.58,301.5,297.2,36.6,80.09571429,32.26,16.98428571,2.228571429,27.31428571,6.928571429,31.7,22.2,54.5,410
1994,46,32.17,299.1985714,299.3,296.1742857,302.2,297.5,47.5,83.58428571,32.17,17.64428571,1.771428571,27.28571429,7.3142857139999995,32.8,22.2,47.5,364
1994,47,11.16,299.42285710000004,299.45714289999995,296.37714289999997,301.9,297.6,23.7,83.50285714,11.16,17.84857143,2.4,27.85714286,7.6,33.9,23.3,49.3,359
1994,48,17.52,298.8514286,298.85,294.81285710000003,300.7,296.3,27.4,78.56,17.52,16.17857143,2.1,26.88571429,7.571428571,31.7,21.1,35.9,288
1994,49,45.95,297.80857139999995,297.95,295.20428569999996,299.4,296.6,106.09,85.57,45.95,16.58,1.5,26.37142857,6.1857142860000005,30.0,22.2,58.2,221
1994,50,0.0,298.6242857,298.74285710000004,293.93857139999994,300.5,297.2,16.5,75.45571429,0.0,15.32714286,2.285714286,26.58571429,7.471428571000001,31.7,21.7,7.4,149
1994,51,0.0,298.58142860000004,298.6928571,294.21142860000003,300.6,296.9,12.2,76.91428571,0.0,15.59571429,2.7285714289999996,26.64285714,8.185714286,31.7,22.2,12.9,112
1995,52,71.43,298.8385714,299.10714289999993,295.6742857,301.5,296.7,30.4,82.86714286,71.43,17.06714286,3.2714285710000004,27.31428571,8.742857143,32.8,22.2,9.2,154
1995,1,0.0,297.33,297.4,292.7342857,300.1,294.7,12.5,75.83857143,0.0,14.25,2.371428571,25.7,7.6857142860000005,31.7,20.0,40.4,91
1995,2,0.0,298.2842857,298.45,293.30857139999995,299.9,296.8,3.59,74.04714286,0.0,14.69857143,2.357142857,25.77142857,7.6857142860000005,30.0,21.7,10.5,72
1995,3,37.99,296.5842857,296.70714289999995,292.83,299.1,295.0,32.88,79.55285714,37.99,14.28142857,1.785714286,24.75714286,7.114285714,28.9,20.0,29.0,56
1995,4,0.0,297.59285710000006,298.01428569999996,293.53285710000006,300.5,295.0,6.2,78.33,0.0,14.94714286,3.628571429,26.12857143,9.042857142999999,32.8,20.6,9.9,46
1995,5,0.0,297.35,297.65,293.91,300.2,295.6,43.3,81.40428571,0.0,15.27428571,2.1571428569999997,25.5,7.285714286,31.7,21.1,26.9,37
1995,6,0.0,297.8557143,298.01428569999996,293.0257143,300.5,295.2,3.6,74.65571429,0.0,14.46,3.8,26.08571429,9.614285714,32.8,20.0,0.0,26
1995,7,0.0,298.2214286,298.4642857,293.8828571,300.5,295.8,10.07,77.02142857,0.0,15.22714286,2.814285714,26.62857143,8.657142857,32.2,20.6,2.8,17
1995,8,0.0,297.5085714,297.51428569999996,293.1328571,299.4,295.9,29.08,76.63428571,0.0,14.53,1.971428571,25.92857143,7.285714286,31.7,21.7,29.5,17
1995,9,0.0,297.17571430000004,297.25714289999996,293.44428569999997,299.5,295.4,50.73,79.81714286,0.0,14.85285714,2.4285714290000002,25.24285714,8.4,30.6,20.0,51.7,20
1995,10,0.0,297.08142860000004,297.2785714,293.81142860000006,299.4,295.2,36.42,82.05285714,0.0,15.19142857,2.0714285709999998,25.5,7.0571428570000005,30.0,21.1,16.9,11
1995,11,19.43,297.11,297.0857143,292.82142860000005,299.6,294.6,18.6,77.02,19.43,14.30428571,2.057142857,25.25714286,6.757142857000001,31.7,21.1,16.5,7
1995,12,0.0,296.48,296.70714289999995,290.63142860000005,300.4,294.0,6.7,69.86142857,0.0,12.48142857,3.3,24.62857143,8.414285714,31.7,18.9,2.3,16
1995,13,0.0,296.88714289999996,297.04285710000005,290.37857139999994,300.0,293.5,4.6,67.36428571,0.0,12.33142857,4.0,25.24285714,7.757142857000001,30.0,20.0,4.1,14
1995,14,0.0,297.6657143,297.9214286,292.55571430000003,300.9,294.6,0.0,73.4,0.0,14.12285714,3.6142857139999998,25.97142857,8.957142857000001,32.8,19.4,0.0,16
1995,15,5.43,298.56,298.74285710000004,294.3385714,300.6,296.9,2.1,77.60571429,5.43,15.73571429,2.8285714289999997,27.28571429,7.785714286,32.8,22.8,0.0,5
1995,16,6.44,297.83,298.00714289999996,293.5542857,300.2,296.0,19.6,77.32142857,6.44,15.01,2.614285714,26.65714286,7.3,32.8,21.1,72.0,2
1995,17,0.0,297.51142860000004,297.68571430000003,292.1,300.2,295.8,2.7,71.93714286,0.0,13.69,2.6571428569999997,26.32857143,6.657142857,31.1,21.7,1.0,6
1995,18,20.96,298.78857139999997,299.07142860000005,294.2028571000001,301.6,297.3,4.1,76.07285714,20.96,15.61714286,2.942857143,27.84285714,9.142857142999999,34.4,22.2,2.8,5
1995,19,9.01,299.13142860000005,299.35714289999993,295.42857139999995,301.8,297.0,9.0,80.26142857,9.01,16.82285714,3.0,27.77142857,7.3,34.4,22.8,29.7,4
1995,20,119.62,298.99571430000003,299.0857143,295.3985714,301.7,297.1,17.4,80.86571429,119.62,16.78857143,2.857142857,26.91428571,6.271428571,31.1,21.7,101.6,3
1995,21,204.62,299.45428569999996,299.5785714,295.9942857,301.7,297.3,17.3,81.44714286,204.62,17.41285714,2.328571429,27.22857143,7.342857143,31.7,22.2,97.5,4
1995,22,178.89,299.60285710000005,299.60714289999993,295.99285710000004,302.0,298.1,20.33,80.72714286,178.89,17.41142857,1.9571428569999998,27.7,7.328571429,33.3,23.3,9.1,16
1995,23,106.04,298.68857139999994,298.65,295.82714289999996,300.2,297.5,86.8,84.34571429,106.04,17.21714286,1.642857143,27.3,7.142857143,31.1,22.8,35.5,8
1995,24,20.16,299.8285714,299.9,295.89285710000007,301.4,298.4,16.57,79.13714286,20.16,17.29571429,2.314285714,27.77142857,7.471428571000001,32.8,22.8,43.5,7
1995,25,26.56,300.11571430000004,300.14285710000007,296.6257143,302.3,298.2,35.24,81.34,26.56,18.05285714,2.0,28.84285714,7.371428571,33.3,24.4,10.5,10
1995,26,2.04,300.68,300.8071429,296.7414286,302.7,298.7,13.7,79.38,2.04,18.20714286,2.757142857,29.21428571,6.342857143,33.9,24.4,15.8,14
1995,27,41.18,301.00714289999996,301.09285710000006,296.1457143,303.2,298.6,9.22,75.06571429,41.18,17.56571429,3.042857143,29.65714286,7.828571429,34.4,25.0,16.0,7
1995,28,25.89,299.94428569999997,299.97857139999996,296.58285710000007,302.0,298.5,60.59,81.96,25.89,18.01285714,1.9571428569999998,29.28571429,7.6,34.4,24.4,21.4,9
1995,29,36.58,300.40142860000003,300.6642857,296.84857139999997,302.8,299.0,38.3,81.09,36.58,18.35428571,2.7285714289999996,29.22857143,7.3,33.9,25.0,30.6,11
1995,30,101.64,299.98857139999996,299.95714289999995,297.2442857,302.3,298.6,62.31,85.08857143,101.64,18.77714286,1.6,28.55714286,6.571428571,33.3,23.9,43.3,23
1995,31,60.71,300.0,300.0,297.11,302.5,298.4,102.4,84.37571429,60.71,18.67285714,2.085714286,28.7,6.757142857000001,33.9,23.9,30.1,17
1995,32,19.79,300.2628571,300.2857143,296.55857139999995,302.4,298.6,40.3,80.39714286,19.79,18.04285714,2.142857143,29.0,6.8142857139999995,33.9,23.3,27.3,19
1995,33,4.05,300.5542857,300.68571430000003,297.27,303.8,298.2,17.7,82.62571429,4.05,18.85714286,3.3428571430000003,30.07142857,6.9428571429999995,34.4,25.6,8.7,24
1995,34,75.11,299.9528571000001,299.98571430000004,296.88714289999996,301.9,298.1,96.1,83.49142857,75.11,18.40428571,2.114285714,28.42857143,7.657142857,33.3,23.3,66.0,17
1995,35,35.83,300.1742857,300.24285710000004,296.85,302.4,298.5,55.21,82.22571429,35.83,18.39714286,2.228571429,29.11428571,5.928571429,32.2,24.4,12.8,28
1995,36,20.23,301.2185714,301.35,296.9942857,303.9,298.2,8.6,78.14571429,20.23,18.54571429,3.7,29.57142857,7.914285714,34.4,23.9,20.4,40
1995,37,40.29,300.21,300.2,297.0514286,302.2,298.1,122.7,82.91142857,40.29,18.63,2.371428571,29.37142857,7.4428571429999995,35.0,24.4,77.1,33
1995,38,121.4,300.06714289999996,300.1357143,296.9642857,302.5,298.3,82.5,83.31428571,121.4,18.52857143,2.442857143,29.58571429,6.914285714,35.6,25.0,71.2,31
1995,39,36.72,300.1557143,300.20714289999995,296.77142860000004,301.8,298.7,11.6,81.85428571,36.72,18.25428571,1.9,29.95714286,7.285714286,34.4,25.6,13.3,33
1995,40,68.18,299.7814286,299.72857139999996,296.66,301.9,297.2,74.5,83.13571429,68.18,18.14571429,2.285714286,28.05714286,6.771428571,32.2,23.9,45.6,29
1995,41,45.63,299.54,299.56428569999997,296.63428569999996,301.4,298.0,53.98,84.20714286,45.63,18.13857143,1.8142857140000002,28.38571429,6.928571429,32.2,24.4,19.1,30
1995,42,55.67,299.7942857,299.84285710000006,296.1614286,301.8,297.8,40.8,80.66428571,55.67,17.62142857,2.028571429,27.84285714,7.171428571,33.9,23.3,39.1,36
1995,43,54.74,299.44142860000005,299.4214286,296.33714289999995,301.8,297.6,46.4,83.21428571,54.74,17.84714286,2.385714286,27.47142857,7.257142857000001,32.2,23.3,53.6,48
1995,44,30.3,299.77285710000007,299.9428571,296.17,302.3,298.1,40.4,80.86428571,30.3,17.67,3.0,28.04285714,7.642857143,33.9,23.3,13.5,40
1995,45,0.0,299.09714289999994,299.2857143,295.22,301.1,297.5,32.4,79.40428571,0.0,16.60428571,1.914285714,27.22857143,6.871428571,31.7,23.3,53.6,28
1995,46,24.86,299.62285710000003,299.8071429,295.37,301.9,297.8,9.9,77.63857143,24.86,16.77,2.557142857,27.15714286,7.1857142860000005,31.1,22.8,2.8,36
1995,47,90.49,299.2757143,299.4,295.14,301.4,297.7,12.7,78.14142857,90.49,16.54142857,2.228571429,27.31428571,7.3142857139999995,32.2,22.8,5.9,19
1995,48,20.21,299.4528571000001,299.55,295.83714289999995,301.4,298.0,13.69,80.67714286,20.21,17.25714286,2.0714285709999998,27.2,7.542857142999999,33.3,22.8,13.5,34
1995,49,0.0,299.20142860000004,299.4,294.68714289999997,300.8,297.6,12.8,76.33285714,0.0,16.06571429,2.257142857,27.01428571,7.657142857,31.1,22.2,14.9,23
1995,50,0.0,298.46142860000003,298.5785714,294.7314286,300.3,297.4,23.6,79.98571429,0.0,16.10571429,1.842857143,26.61428571,7.085714286,30.6,22.2,20.9,17
1995,51,0.0,298.19428569999997,298.2214286,293.9714286,300.1,296.5,40.3,77.63714286,0.0,15.37142857,1.7,25.71428571,5.857142857,30.0,22.2,53.9,17
1996,1,6.35,297.41285710000005,297.45714289999995,294.54,299.5,295.9,57.0,84.13571429,6.35,15.88857143,1.657142857,25.18571429,4.842857143,28.3,21.7,46.5,23
1996,2,15.0,298.5285714,298.62857139999994,294.6614286,300.6,296.7,9.32,79.32142857,15.0,16.01571429,2.457142857,26.25714286,7.642857143,31.1,21.7,24.6,14
1996,3,55.68,297.7528571,297.8642857,294.5514286,299.6,295.9,50.3,82.51571429,55.68,15.91714286,2.0714285709999998,25.97142857,6.885714286,31.1,21.7,40.6,20
1996,4,60.67,297.42285710000004,297.48571430000004,293.80285710000004,299.7,296.1,44.85,80.47714286,60.67,15.20857143,1.9428571430000001,25.58571429,5.857142857,28.9,22.2,47.7,13
1996,5,0.0,296.62857139999994,296.75714289999996,292.04,298.2,295.0,28.6,75.69285714,0.0,13.65,1.9428571430000001,24.78571429,6.028571428999999,28.3,20.0,32.0,23
1996,6,0.0,297.3071429,297.43571430000003,292.58142860000004,299.4,295.7,11.9,74.96142857,0.0,14.05857143,2.1571428569999997,25.15714286,6.8142857139999995,29.4,21.1,10.8,20
1996,7,29.3,297.6257143,297.68571430000003,293.85,299.9,295.0,15.45,79.66428571,29.3,15.23857143,2.228571429,25.31428571,7.4428571429999995,31.1,21.1,25.5,16
1996,8,7.2,297.8828571,298.09285710000006,293.6985714,300.0,296.1,16.7,77.78285714,7.2,15.12571429,2.7285714289999996,25.97142857,7.714285714,31.7,21.1,22.1,16
1996,9,177.58,297.59857139999997,297.70714289999995,293.7314286,299.6,296.0,15.67,79.19857143,177.58,15.12857143,2.3,25.55714286,7.214285714,29.4,21.1,4.6,23
1996,10,9.96,297.29285710000005,297.47857139999996,292.12857139999994,299.6,295.5,3.2,73.06,9.96,13.69571429,2.528571429,25.57142857,7.914285714,30.6,20.6,3.3,14
1996,11,0.0,297.98857139999996,298.17857139999995,293.56142860000006,299.9,296.6,8.6,76.48285714,0.0,14.94285714,2.214285714,26.24285714,7.2,31.1,21.7,12.7,15
1996,12,0.0,297.42857139999995,297.6,293.8342857,300.6,295.2,28.0,80.64714286,0.0,15.23571429,2.542857143,26.2,7.7,32.2,22.2,14.2,4
1996,13,0.0,298.18857139999994,298.3642857,293.0842857,300.4,296.7,2.8,73.42571429,0.0,14.52857143,2.928571429,26.4,9.028571429,32.2,20.6,0.5,5
1996,14,0.0,297.21,297.40714289999994,293.32142860000005,300.3,295.4,28.8,79.02,0.0,14.72714286,2.557142857,25.92857143,6.9,31.1,21.7,21.6,5
1996,15,49.18,298.1357143,298.20714289999995,294.36571430000004,300.8,296.3,27.9,79.77571429,49.18,15.75142857,2.528571429,26.22857143,7.6857142860000005,32.2,21.7,80.5,11
1996,16,46.16,297.85285710000005,298.09285710000006,293.8,300.7,295.7,24.22,78.31142857,46.16,15.18571429,2.3,26.12857143,6.728571429,32.2,21.1,8.9,11
