dteday,cnt
2011-07-09,121
2011-07-09,53
2011-07-09,55
2011-07-09,30
2011-07-09,6
2011-07-09,15
2011-07-09,38
2011-07-09,71
2011-07-09,182
2011-07-09,247
2011-07-09,264
2011-07-09,290
2011-07-09,366
2011-07-09,416
2011-07-09,373
2011-07-09,402
2011-07-09,416
2011-07-09,401
2011-07-09,378
2011-07-09,306
2011-07-09,314
2011-07-09,238
2011-07-09,214
2011-07-09,140
2011-07-10,154
2011-07-10,113
2011-07-10,96
2011-07-10,25
2011-07-10,5
2011-07-10,17
2011-07-10,25
2011-07-10,65
2011-07-10,92
2011-07-10,169
2011-07-10,268
2011-07-10,287
2011-07-10,377
2011-07-10,367
2011-07-10,349
2011-07-10,361
2011-07-10,372
2011-07-10,363
2011-07-10,363
2011-07-10,303
2011-07-10,268
2011-07-10,227
2011-07-10,143
2011-07-10,72
2011-07-11,35
2011-07-11,10
2011-07-11,12
2011-07-11,10
2011-07-11,4
2011-07-11,26
2011-07-11,121
2011-07-11,317
2011-07-11,420
2011-07-11,208
2011-07-11,117
2011-07-11,128
2011-07-11,148
2011-07-11,141
2011-07-11,134
2011-07-11,146
2011-07-11,239
2011-07-11,514
2011-07-11,472
2011-07-11,373
2011-07-11,236
2011-07-11,130
2011-07-11,90
2011-07-11,55
2011-07-12,22
2011-07-12,14
2011-07-12,9
2011-07-12,8
2011-07-12,6
2011-07-12,25
2011-07-12,115
2011-07-12,330
2011-07-12,417
2011-07-12,176
2011-07-12,123
2011-07-12,125
2011-07-12,163
2011-07-12,136
2011-07-12,124
2011-07-12,148
2011-07-12,202
2011-07-12,428
2011-07-12,511
2011-07-12,337
2011-07-12,308
2011-07-12,258
2011-07-12,194
2011-07-12,79
2011-07-13,46
2011-07-13,12
2011-07-13,5
2011-07-13,4
2011-07-13,5
2011-07-13,26
2011-07-13,121
2011-07-13,313
2011-07-13,449
2011-07-13,186
2011-07-13,113
2011-07-13,165
2011-07-13,174
2011-07-13,158
2011-07-13,116
2011-07-13,46
2011-07-13,141
2011-07-13,488
2011-07-13,463
2011-07-13,419
2011-07-13,342
2011-07-13,250
2011-07-13,184
2011-07-13,116
2011-07-14,46
2011-07-14,25
2011-07-14,10
2011-07-14,6
2011-07-14,6
2011-07-14,28
2011-07-14,130
2011-07-14,334
2011-07-14,486
2011-07-14,224
2011-07-14,127
2011-07-14,148
2011-07-14,223
2011-07-14,177
2011-07-14,178
2011-07-14,180
2011-07-14,274
2011-07-14,595
2011-07-14,578
2011-07-14,400
2011-07-14,348
2011-07-14,261
2011-07-14,176
2011-07-14,124
2011-07-15,80
2011-07-15,20
2011-07-15,38
2011-07-15,7
2011-07-15,10
2011-07-15,23
2011-07-15,120
2011-07-15,274
2011-07-15,564
2011-07-15,207
2011-07-15,166
2011-07-15,210
2011-07-15,238
2011-07-15,247
2011-07-15,265
2011-07-15,237
2011-07-15,361
2011-07-15,587
2011-07-15,496
2011-07-15,394
2011-07-15,343
2011-07-15,261
2011-07-15,223
2011-07-15,167
2011-07-16,110
2011-07-16,75
2011-07-16,58
2011-07-16,26
2011-07-16,16
2011-07-16,10
2011-07-16,37
2011-07-16,52
2011-07-16,127
2011-07-16,222
2011-07-16,322
2011-07-16,396
2011-07-16,463
2011-07-16,497
2011-07-16,433
2011-07-16,428
2011-07-16,425
2011-07-16,475
2011-07-16,428
2011-07-16,406
2011-07-16,296
2011-07-16,252
2011-07-16,201
2011-07-16,168
2011-07-17,125
2011-07-17,102
2011-07-17,94
2011-07-17,47
2011-07-17,10
2011-07-17,12
2011-07-17,21
2011-07-17,50
2011-07-17,118
2011-07-17,184
2011-07-17,304
2011-07-17,391
2011-07-17,420
2011-07-17,472
2011-07-17,430
2011-07-17,324
2011-07-17,317
2011-07-17,369
2011-07-17,390
2011-07-17,379
2011-07-17,262
2011-07-17,207
2011-07-17,181
2011-07-17,93
2011-07-18,51
2011-07-18,25
2011-07-18,10
2011-07-18,7
2011-07-18,4
2011-07-18,17
2011-07-18,105
2011-07-18,277
2011-07-18,347
2011-07-18,203
2011-07-18,130
2011-07-18,141
2011-07-18,165
2011-07-18,152
2011-07-18,138
2011-07-18,164
2011-07-18,265
2011-07-18,545
2011-07-18,558
2011-07-18,398
2011-07-18,323
2011-07-18,202
2011-07-18,140
2011-07-18,91
2011-07-19,51
2011-07-19,13
2011-07-19,13
2011-07-19,3
2011-07-19,5
2011-07-19,19
2011-07-19,134
2011-07-19,315
2011-07-19,412
2011-07-19,199
2011-07-19,141
2011-07-19,127
2011-07-19,153
2011-07-19,172
2011-07-19,152
2011-07-19,158
2011-07-19,277
2011-07-19,513
2011-07-19,530
2011-07-19,388
2011-07-19,277
2011-07-19,241
2011-07-19,156
2011-07-19,92
2011-07-20,40
2011-07-20,11
2011-07-20,9
2011-07-20,6
2011-07-20,4
2011-07-20,23
2011-07-20,116
2011-07-20,303
2011-07-20,438
2011-07-20,209
2011-07-20,110
2011-07-20,142
2011-07-20,149
2011-07-20,120
2011-07-20,127
2011-07-20,138
2011-07-20,234
2011-07-20,455
2011-07-20,497
2011-07-20,382
2011-07-20,309
2011-07-20,242
2011-07-20,169
2011-07-20,99
2011-07-21,42
2011-07-21,21
2011-07-21,6
2011-07-21,6
2011-07-21,4
2011-07-21,18
2011-07-21,117
2011-07-21,274
2011-07-21,381
2011-07-21,200
2011-07-21,78
2011-07-21,106
2011-07-21,135
2011-07-21,102
2011-07-21,147
2011-07-21,133
2011-07-21,210
2011-07-21,414
2011-07-21,382
2011-07-21,284
2011-07-21,237
2011-07-21,225
2011-07-21,149
2011-07-21,113
2011-07-22,60
2011-07-22,24
2011-07-22,14
2011-07-22,7
2011-07-22,13
2011-07-22,19
2011-07-22,96
2011-07-22,252
2011-07-22,322
2011-07-22,208
2011-07-22,115
2011-07-22,109
2011-07-22,115
2011-07-22,123
2011-07-22,101
2011-07-22,133
2011-07-22,182
2011-07-22,306
2011-07-22,284
2011-07-22,250
2011-07-22,212
2011-07-22,190
2011-07-22,149
2011-07-22,103
2011-07-23,101
2011-07-23,70
2011-07-23,61
2011-07-23,22
2011-07-23,9
2011-07-23,7
2011-07-23,25
2011-07-23,45
2011-07-23,109
2011-07-23,132
2011-07-23,198
2011-07-23,216
2011-07-23,235
2011-07-23,245
2011-07-23,236
2011-07-23,215
2011-07-23,221
2011-07-23,197
2011-07-23,196
2011-07-23,217
2011-07-23,145
2011-07-23,154
2011-07-23,125
2011-07-23,104
2011-07-24,119
2011-07-24,96
2011-07-24,60
2011-07-24,37
2011-07-24,6
2011-07-24,8
2011-07-24,22
2011-07-24,35
2011-07-24,104
2011-07-24,154
2011-07-24,226
2011-07-24,243
2011-07-24,246
2011-07-24,252
2011-07-24,283
2011-07-24,238
2011-07-24,249
2011-07-24,249
2011-07-24,243
2011-07-24,240
2011-07-24,195
2011-07-24,153
2011-07-24,98
2011-07-24,50
2011-07-25,34
2011-07-25,12
2011-07-25,6
2011-07-25,4
2011-07-25,6
2011-07-25,24
2011-07-25,107
2011-07-25,277
2011-07-25,387
2011-07-25,135
2011-07-25,84
2011-07-25,107
2011-07-25,67
2011-07-25,78
2011-07-25,90
2011-07-25,112
2011-07-25,198
2011-07-25,485
2011-07-25,533
2011-07-25,386
2011-07-25,302
2011-07-25,194
2011-07-25,125
2011-07-25,87
2011-07-26,28
2011-07-26,12
2011-07-26,7
2011-07-26,4
2011-07-26,6
2011-07-26,27
2011-07-26,110
2011-07-26,318
2011-07-26,424
2011-07-26,187
2011-07-26,138
2011-07-26,151
2011-07-26,147
2011-07-26,182
2011-07-26,147
2011-07-26,163
2011-07-26,254
2011-07-26,537
2011-07-26,546
2011-07-26,398
2011-07-26,290
2011-07-26,267
2011-07-26,158
2011-07-26,89
2011-07-27,45
2011-07-27,10
2011-07-27,6
2011-07-27,4
2011-07-27,4
2011-07-27,18
2011-07-27,123
2011-07-27,347
2011-07-27,433
2011-07-27,216
2011-07-27,114
2011-07-27,136
2011-07-27,169
2011-07-27,180
2011-07-27,127
2011-07-27,140
2011-07-27,268
2011-07-27,572
2011-07-27,541
2011-07-27,375
2011-07-27,294
2011-07-27,245
2011-07-27,180
2011-07-27,109
2011-07-28,45
2011-07-28,29
2011-07-28,7
2011-07-28,5
2011-07-28,6
2011-07-28,27
2011-07-28,116
2011-07-28,305
2011-07-28,456
2011-07-28,210
2011-07-28,116
2011-07-28,154
2011-07-28,186
2011-07-28,152
2011-07-28,138
2011-07-28,146
2011-07-28,256
2011-07-28,468
2011-07-28,483
2011-07-28,322
2011-07-28,270
2011-07-28,196
2011-07-28,174
2011-07-28,123
2011-07-29,57
2011-07-29,34
2011-07-29,13
2011-07-29,11
2011-07-29,6
2011-07-29,27
2011-07-29,90
2011-07-29,254
2011-07-29,384
2011-07-29,179
2011-07-29,106
2011-07-29,161
2011-07-29,135
2011-07-29,156
2011-07-29,148
2011-07-29,169
2011-07-29,233
2011-07-29,421
2011-07-29,362
2011-07-29,241
2011-07-29,206
2011-07-29,163
2011-07-29,174
2011-07-29,116
2011-07-30,133
2011-07-30,90
2011-07-30,42
2011-07-30,43
2011-07-30,10
2011-07-30,13
2011-07-30,24
2011-07-30,42
2011-07-30,114
2011-07-30,174
2011-07-30,261
2011-07-30,317
2011-07-30,341
2011-07-30,308
2011-07-30,305
2011-07-30,302
2011-07-30,302
2011-07-30,302
2011-07-30,299
2011-07-30,256
2011-07-30,206
2011-07-30,205
2011-07-30,209
2011-07-30,177
2011-07-31,113
2011-07-31,79
2011-07-31,67
2011-07-31,50
2011-07-31,13
2011-07-31,8
2011-07-31,13
2011-07-31,45
2011-07-31,142
2011-07-31,183
2011-07-31,254
2011-07-31,275
2011-07-31,338
2011-07-31,294
2011-07-31,326
2011-07-31,293
2011-07-31,306
2011-07-31,320
2011-07-31,304
2011-07-31,274
2011-07-31,275
2011-07-31,164
2011-07-31,96
2011-07-31,70
2011-08-01,29
2011-08-01,17
2011-08-01,11
2011-08-01,4
2011-08-01,4
2011-08-01,26
2011-08-01,100
2011-08-01,282
2011-08-01,382
2011-08-01,166
2011-08-01,97
2011-08-01,119
2011-08-01,168
2011-08-01,150
2011-08-01,123
2011-08-01,129
2011-08-01,231
2011-08-01,514
2011-08-01,543
2011-08-01,413
2011-08-01,305
2011-08-01,220
2011-08-01,137
2011-08-01,96
2011-08-02,29
2011-08-02,12
2011-08-02,8
2011-08-02,5
2011-08-02,10
2011-08-02,21
2011-08-02,117
2011-08-02,335
2011-08-02,435
2011-08-02,213
2011-08-02,140
2011-08-02,128
2011-08-02,157
2011-08-02,203
2011-08-02,159
2011-08-02,168
2011-08-02,274
2011-08-02,556
2011-08-02,556
2011-08-02,454
2011-08-02,288
2011-08-02,254
2011-08-02,191
2011-08-02,132
2011-08-03,43
2011-08-03,16
2011-08-03,11
2011-08-03,4
2011-08-03,7
2011-08-03,24
2011-08-03,110
2011-08-03,271
2011-08-03,437
2011-08-03,195
2011-08-03,68
2011-08-03,122
2011-08-03,161
2011-08-03,144
2011-08-03,147
2011-08-03,118
2011-08-03,150
2011-08-03,425
2011-08-03,492
2011-08-03,321
2011-08-03,87
2011-08-03,88
2011-08-03,77
2011-08-03,56
2011-08-04,17
2011-08-04,17
2011-08-04,7
2011-08-04,3
2011-08-04,7
2011-08-04,20
2011-08-04,97
2011-08-04,282
2011-08-04,398
2011-08-04,187
2011-08-04,113
2011-08-04,149
2011-08-04,205
2011-08-04,205
2011-08-04,167
2011-08-04,165
2011-08-04,290
2011-08-04,555
2011-08-04,523
2011-08-04,366
2011-08-04,286
2011-08-04,211
2011-08-04,174
2011-08-04,132
2011-08-05,54
2011-08-05,19
2011-08-05,19
2011-08-05,6
2011-08-05,7
2011-08-05,16
2011-08-05,101
2011-08-05,270
2011-08-05,454
2011-08-05,226
2011-08-05,163
2011-08-05,147
2011-08-05,216
2011-08-05,204
2011-08-05,245
2011-08-05,210
2011-08-05,330
2011-08-05,550
2011-08-05,466
2011-08-05,372
2011-08-05,291
2011-08-05,173
2011-08-05,188
2011-08-05,139
2011-08-06,133
2011-08-06,67
2011-08-06,53
2011-08-06,42
2011-08-06,10
2011-08-06,6
2011-08-06,27
2011-08-06,63
2011-08-06,121
2011-08-06,215
2011-08-06,290
2011-08-06,349
2011-08-06,382
2011-08-06,441
2011-08-06,380
2011-08-06,362
2011-08-06,343
2011-08-06,149
2011-08-06,211
2011-08-06,171
2011-08-06,137
2011-08-06,114
2011-08-06,120
2011-08-06,108
2011-08-07,80
2011-08-07,73
2011-08-07,66
2011-08-07,32
2011-08-07,6
2011-08-07,5
2011-08-07,13
2011-08-07,39
2011-08-07,89
2011-08-07,184
2011-08-07,266
2011-08-07,269
2011-08-07,370
2011-08-07,324
2011-08-07,322
2011-08-07,326
2011-08-07,193
2011-08-07,194
2011-08-07,229
2011-08-07,228
2011-08-07,183
2011-08-07,136
2011-08-07,103
2011-08-07,55
2011-08-08,30
2011-08-08,12
2011-08-08,7
2011-08-08,1
2011-08-08,10
2011-08-08,15
2011-08-08,95
2011-08-08,267
2011-08-08,349
2011-08-08,183
2011-08-08,124
2011-08-08,179
2011-08-08,182
2011-08-08,151
2011-08-08,150
2011-08-08,126
2011-08-08,282
2011-08-08,527
2011-08-08,529
2011-08-08,416
2011-08-08,286
2011-08-08,186
2011-08-08,147
2011-08-08,72
2011-08-09,35
2011-08-09,14
2011-08-09,12
2011-08-09,3
2011-08-09,7
2011-08-09,30
2011-08-09,101
2011-08-09,343
2011-08-09,392
2011-08-09,175
2011-08-09,144
2011-08-09,149
2011-08-09,185
2011-08-09,175
2011-08-09,148
2011-08-09,164
2011-08-09,285
2011-08-09,532
2011-08-09,585
2011-08-09,371
2011-08-09,292
2011-08-09,230
2011-08-09,155
2011-08-09,75
2011-08-10,37
2011-08-10,17
2011-08-10,11
2011-08-10,4
2011-08-10,5
2011-08-10,32
2011-08-10,119
2011-08-10,305
2011-08-10,399
2011-08-10,180
2011-08-10,113
2011-08-10,149
2011-08-10,240
2011-08-10,191
2011-08-10,178
2011-08-10,194
2011-08-10,282
2011-08-10,584
2011-08-10,559
2011-08-10,413
2011-08-10,312
2011-08-10,209
2011-08-10,139
2011-08-10,108
2011-08-11,46
2011-08-11,26
2011-08-11,11
2011-08-11,9
2011-08-11,5
2011-08-11,25
2011-08-11,106
2011-08-11,307
2011-08-11,390
2011-08-11,197
2011-08-11,132
2011-08-11,187
2011-08-11,214
2011-08-11,217
2011-08-11,142
2011-08-11,178
2011-08-11,298
2011-08-11,582
2011-08-11,571
2011-08-11,371
2011-08-11,288
2011-08-11,206
2011-08-11,157
2011-08-11,127
2011-08-12,65
2011-08-12,23
2011-08-12,15
2011-08-12,9
2011-08-12,5
2011-08-12,26
2011-08-12,76
2011-08-12,264
2011-08-12,426
2011-08-12,205
2011-08-12,130
2011-08-12,156
2011-08-12,222
2011-08-12,253
2011-08-12,186
2011-08-12,249
2011-08-12,334
2011-08-12,516
2011-08-12,465
2011-08-12,385
2011-08-12,287
2011-08-12,226
2011-08-12,231
2011-08-12,151
2011-08-13,84
2011-08-13,77
2011-08-13,74
2011-08-13,27
2011-08-13,10
2011-08-13,18
2011-08-13,22
2011-08-13,44
2011-08-13,118
2011-08-13,208
2011-08-13,260
2011-08-13,314
2011-08-13,421
2011-08-13,153
2011-08-13,259
2011-08-13,358
2011-08-13,281
2011-08-13,269
2011-08-13,292
2011-08-13,237
2011-08-13,183
2011-08-13,167
2011-08-13,154
2011-08-13,120
2011-08-14,90
2011-08-14,73
2011-08-14,62
2011-08-14,27
2011-08-14,3
2011-08-14,10
2011-08-14,6
2011-08-14,24
2011-08-14,41
2011-08-14,103
2011-08-14,183
2011-08-14,198
2011-08-14,281
2011-08-14,377
2011-08-14,370
2011-08-14,331
2011-08-14,292
2011-08-14,329
2011-08-14,347
2011-08-14,259
2011-08-14,193
2011-08-14,155
2011-08-14,39
2011-08-14,27
2011-08-15,25
2011-08-15,10
2011-08-15,3
2011-08-15,7
2011-08-15,5
2011-08-15,17
2011-08-15,90
2011-08-15,258
2011-08-15,355
2011-08-15,222
2011-08-15,141
2011-08-15,153
2011-08-15,178
2011-08-15,193
2011-08-15,151
2011-08-15,182
2011-08-15,283
2011-08-15,530
2011-08-15,483
2011-08-15,397
2011-08-15,285
2011-08-15,184
2011-08-15,98
2011-08-15,88
2011-08-16,31
2011-08-16,16
2011-08-16,4
2011-08-16,6
2011-08-16,5
2011-08-16,30
2011-08-16,119
2011-08-16,346
2011-08-16,441
2011-08-16,198
2011-08-16,111
2011-08-16,150
2011-08-16,162
2011-08-16,192
2011-08-16,182
2011-08-16,159
2011-08-16,303
2011-08-16,600
2011-08-16,570
2011-08-16,376
2011-08-16,280
2011-08-16,215
2011-08-16,152
2011-08-16,77
2011-08-17,24
2011-08-17,14
2011-08-17,6
2011-08-17,5
2011-08-17,5
2011-08-17,28
2011-08-17,105
2011-08-17,308
2011-08-17,487
2011-08-17,209
2011-08-17,118
2011-08-17,128
2011-08-17,189
2011-08-17,176
2011-08-17,192
2011-08-17,159
2011-08-17,300
2011-08-17,552
2011-08-17,556
2011-08-17,347
2011-08-17,280
2011-08-17,230
2011-08-17,171
2011-08-17,105
2011-08-18,56
2011-08-18,24
2011-08-18,6
2011-08-18,6
2011-08-18,9
2011-08-18,27
2011-08-18,103
2011-08-18,308
2011-08-18,420
2011-08-18,228
2011-08-18,129
2011-08-18,141
2011-08-18,173
2011-08-18,187
2011-08-18,182
2011-08-18,174
2011-08-18,245
2011-08-18,409
2011-08-18,274
2011-08-18,141
2011-08-18,165
2011-08-18,149
2011-08-18,135
2011-08-18,114
2011-08-19,62
2011-08-19,20
2011-08-19,8
2011-08-19,3
2011-08-19,8
2011-08-19,17
2011-08-19,93
2011-08-19,263
2011-08-19,398
2011-08-19,218
2011-08-19,165
2011-08-19,165
2011-08-19,222
2011-08-19,232
2011-08-19,220
2011-08-19,222
2011-08-19,327
2011-08-19,527
2011-08-19,425
2011-08-19,165
2011-08-19,58
2011-08-19,107
2011-08-19,122
2011-08-19,106
2011-08-20,128
2011-08-20,47
2011-08-20,69
2011-08-20,51
2011-08-20,7
2011-08-20,8
2011-08-20,24
2011-08-20,44
2011-08-20,133
2011-08-20,190
2011-08-20,306
2011-08-20,338
2011-08-20,409
2011-08-20,378
2011-08-20,375
2011-08-20,390
2011-08-20,373
2011-08-20,383
2011-08-20,394
2011-08-20,291
2011-08-20,248
2011-08-20,225
2011-08-20,223
2011-08-20,157
2011-08-21,74
2011-08-21,86
2011-08-21,64
2011-08-21,51
2011-08-21,6
2011-08-21,8
2011-08-21,14
2011-08-21,31
2011-08-21,92
2011-08-21,231
2011-08-21,274
2011-08-21,313
2011-08-21,374
2011-08-21,310
2011-08-21,235
2011-08-21,68
2011-08-21,258
2011-08-21,270
2011-08-21,311
2011-08-21,282
2011-08-21,181
2011-08-21,138
2011-08-21,134
2011-08-21,68
2011-08-22,40
2011-08-22,21
2011-08-22,8
2011-08-22,5
2011-08-22,12
2011-08-22,24
2011-08-22,112
2011-08-22,281
2011-08-22,351
2011-08-22,187
2011-08-22,121
2011-08-22,131
2011-08-22,207
2011-08-22,205
2011-08-22,225
2011-08-22,199
2011-08-22,320
2011-08-22,591
2011-08-22,609
2011-08-22,416
2011-08-22,268
2011-08-22,208
2011-08-22,153
2011-08-22,64
2011-08-23,35
2011-08-23,19
2011-08-23,6
2011-08-23,6
2011-08-23,5
2011-08-23,36
2011-08-23,114
2011-08-23,344
2011-08-23,504
2011-08-23,225
2011-08-23,148
2011-08-23,186
2011-08-23,237
2011-08-23,234
2011-08-23,651
2011-08-23,601
2011-08-23,444
2011-08-23,472
2011-08-23,519
2011-08-23,367
2011-08-23,260
2011-08-23,211
2011-08-23,191
2011-08-23,80
2011-08-24,38
2011-08-24,24
2011-08-24,6
2011-08-24,1
2011-08-24,7
2011-08-24,27
2011-08-24,108
2011-08-24,308
2011-08-24,468
2011-08-24,213
2011-08-24,146
2011-08-24,185
2011-08-24,235
2011-08-24,236
2011-08-24,204
2011-08-24,204
2011-08-24,271
2011-08-24,567
2011-08-24,621
2011-08-24,440
2011-08-24,334
2011-08-24,236
2011-08-24,181
2011-08-24,70
2011-08-25,52
2011-08-25,15
2011-08-25,5
2011-08-25,4
2011-08-25,7
2011-08-25,26
2011-08-25,102
2011-08-25,313
2011-08-25,484
2011-08-25,162
2011-08-25,142
2011-08-25,151
2011-08-25,41
2011-08-25,37
2011-08-25,113
2011-08-25,132
2011-08-25,121
2011-08-25,312
2011-08-25,408
2011-08-25,272
2011-08-25,225
2011-08-25,187
2011-08-25,147
2011-08-25,84
2011-08-26,51
2011-08-26,23
2011-08-26,20
2011-08-26,11
2011-08-26,8
2011-08-26,26
2011-08-26,105
2011-08-26,266
2011-08-26,404
2011-08-26,230
2011-08-26,123
2011-08-26,214
2011-08-26,243
2011-08-26,237
2011-08-26,219
2011-08-26,249
2011-08-26,343
2011-08-26,489
2011-08-26,410
2011-08-26,290
2011-08-26,222
2011-08-26,190
2011-08-26,152
2011-08-26,136
2011-08-27,145
2011-08-27,64
2011-08-27,77
2011-08-27,30
2011-08-27,4
2011-08-27,12
2011-08-27,18
2011-08-27,28
2011-08-27,76
2011-08-27,156
2011-08-27,205
2011-08-27,88
2011-08-27,76
2011-08-27,43
2011-08-27,23
2011-08-27,30
2011-08-27,24
2011-08-27,16
2011-08-28,1
2011-08-28,8
2011-08-28,53
2011-08-28,142
2011-08-28,237
2011-08-28,306
2011-08-28,431
2011-08-28,447
2011-08-28,469
2011-08-28,491
2011-08-28,398
2011-08-28,402
2011-08-28,387
2011-08-28,214
2011-08-28,186
2011-08-28,98
2011-08-28,64
2011-08-29,34
2011-08-29,20
2011-08-29,13
2011-08-29,6
2011-08-29,3
2011-08-29,17
2011-08-29,102
2011-08-29,284
2011-08-29,404
2011-08-29,188
2011-08-29,115
2011-08-29,138
2011-08-29,207
2011-08-29,218
2011-08-29,182
2011-08-29,220
2011-08-29,282
2011-08-29,591
2011-08-29,547
2011-08-29,367
2011-08-29,277
2011-08-29,202
2011-08-29,142
2011-08-29,75
2011-08-30,27
2011-08-30,13
2011-08-30,10
2011-08-30,4
2011-08-30,6
2011-08-30,28
2011-08-30,119
2011-08-30,357
2011-08-30,493
2011-08-30,218
2011-08-30,137
2011-08-30,175
2011-08-30,237
2011-08-30,229
2011-08-30,209
2011-08-30,196
2011-08-30,337
2011-08-30,611
2011-08-30,576
2011-08-30,465
2011-08-30,298
2011-08-30,223
2011-08-30,143
2011-08-30,93
2011-08-31,32
2011-08-31,15
2011-08-31,6
2011-08-31,6
2011-08-31,5
2011-08-31,27
2011-08-31,111
2011-08-31,328
2011-08-31,467
2011-08-31,244
2011-08-31,138
2011-08-31,171
2011-08-31,260
2011-08-31,221
2011-08-31,196
2011-08-31,172
2011-08-31,309
2011-08-31,608
2011-08-31,565
2011-08-31,446
2011-08-31,289
2011-08-31,201
2011-08-31,157
2011-08-31,84
2011-09-01,51
2011-09-01,21
2011-09-01,25
2011-09-01,14
2011-09-01,7
2011-09-01,23
2011-09-01,105
2011-09-01,342
2011-09-01,498
2011-09-01,207
2011-09-01,138
2011-09-01,192
2011-09-01,229
2011-09-01,219
2011-09-01,198
2011-09-01,174
2011-09-01,308
2011-09-01,628
2011-09-01,531
2011-09-01,443
2011-09-01,280
2011-09-01,177
2011-09-01,179
2011-09-01,126
2011-09-02,64
2011-09-02,32
2011-09-02,20
2011-09-02,8
2011-09-02,4
2011-09-02,20
2011-09-02,76
2011-09-02,259
2011-09-02,456
2011-09-02,220
2011-09-02,140
2011-09-02,192
2011-09-02,260
2011-09-02,279
2011-09-02,283
2011-09-02,346
2011-09-02,381
2011-09-02,455
2011-09-02,355
2011-09-02,287
2011-09-02,196
2011-09-02,149
2011-09-02,147
2011-09-02,98
2011-09-03,87
2011-09-03,74
2011-09-03,41
2011-09-03,35
2011-09-03,7
2011-09-03,12
2011-09-03,23
2011-09-03,38
2011-09-03,89
2011-09-03,201
2011-09-03,258
2011-09-03,194
2011-09-03,257
2011-09-03,353
2011-09-03,380
2011-09-03,388
2011-09-03,374
2011-09-03,371
2011-09-03,339
2011-09-03,295
2011-09-03,219
2011-09-03,164
2011-09-03,162
2011-09-03,123
2011-09-04,109
2011-09-04,75
2011-09-04,60
2011-09-04,43
2011-09-04,4
2011-09-04,6
2011-09-04,3
2011-09-04,30
2011-09-04,70
2011-09-04,189
2011-09-04,297
2011-09-04,337
2011-09-04,435
2011-09-04,419
2011-09-04,361
2011-09-04,410
2011-09-04,337
2011-09-04,376
2011-09-04,356
2011-09-04,328
2011-09-04,229
2011-09-04,207
2011-09-04,155
2011-09-04,104
2011-09-05,97
2011-09-05,54
2011-09-05,39
2011-09-05,16
2011-09-05,8
2011-09-05,6
2011-09-05,11
2011-09-05,41
2011-09-05,101
2011-09-05,152
2011-09-05,244
2011-09-05,308
2011-09-05,353
2011-09-05,389
2011-09-05,357
2011-09-05,253
2011-09-05,284
2011-09-05,114
2011-09-05,123
2011-09-05,175
2011-09-05,82
2011-09-05,60
2011-09-05,64
2011-09-05,20
2011-09-06,8
2011-09-06,2
2011-09-06,1
2011-09-06,4
2011-09-06,21
2011-09-06,72
2011-09-06,172
2011-09-06,364
2011-09-06,185
2011-09-06,106
2011-09-06,89
2011-09-06,67
2011-09-06,29
2011-09-06,24
2011-09-06,89
2011-09-06,106
2011-09-06,291
2011-09-06,373
2011-09-06,281
2011-09-06,163
2011-09-06,121
2011-09-06,84
2011-09-06,58
2011-09-07,13
2011-09-07,5
2011-09-07,6
2011-09-07,2
2011-09-07,4
2011-09-07,16
2011-09-07,75
2011-09-07,86
2011-09-07,328
2011-09-07,190
2011-09-07,66
2011-09-07,10
2011-09-07,22
2011-09-07,11
2011-09-07,25
2011-09-07,58
2011-09-07,144
2011-09-07,285
2011-09-07,237
2011-09-07,226
2011-09-07,96
2011-09-07,38
2011-09-07,29
2011-09-07,24
2011-09-08,14
2011-09-08,4
2011-09-08,2
2011-09-08,3
2011-09-08,14
2011-09-08,56
2011-09-08,179
2011-09-08,195
2011-09-08,69
2011-09-08,65
2011-09-08,98
2011-09-08,102
2011-09-08,126
2011-09-08,120
2011-09-08,139
2011-09-08,156
2011-09-08,113
2011-09-08,68
2011-09-08,52
2011-09-08,89
2011-09-08,82
2011-09-08,70
2011-09-08,26
2011-09-09,16
2011-09-09,8
2011-09-09,8
2011-09-09,2
2011-09-09,3
2011-09-09,14
2011-09-09,57
2011-09-09,108
2011-09-09,288
2011-09-09,136
2011-09-09,29
2011-09-09,72
2011-09-09,75
2011-09-09,122
2011-09-09,148
2011-09-09,188
2011-09-09,285
2011-09-09,505
2011-09-09,410
2011-09-09,349
2011-09-09,210
2011-09-09,203
2011-09-09,160
2011-09-09,148
2011-09-10,116
2011-09-10,83
2011-09-10,64
2011-09-10,37
2011-09-10,7
2011-09-10,8
2011-09-10,6
2011-09-10,52
2011-09-10,119
2011-09-10,207
2011-09-10,318
2011-09-10,360
2011-09-10,404
2011-09-10,370
2011-09-10,359
2011-09-10,480
2011-09-10,431
2011-09-10,460
2011-09-10,360
2011-09-10,315
2011-09-10,245
2011-09-10,230
2011-09-10,175
2011-09-10,139
2011-09-11,108
2011-09-11,88
2011-09-11,76
2011-09-11,45
2011-09-11,9
2011-09-11,39
2011-09-11,20
2011-09-11,37
2011-09-11,94
2011-09-11,227
2011-09-11,334
2011-09-11,402
2011-09-11,411
2011-09-11,350
2011-09-11,342
2011-09-11,404
2011-09-11,483
2011-09-11,380
2011-09-11,339
2011-09-11,333
2011-09-11,226
2011-09-11,159
2011-09-11,95
2011-09-11,45
2011-09-12,16
2011-09-12,12
2011-09-12,2
2011-09-12,4
2011-09-12,24
2011-09-12,109
2011-09-12,312
2011-09-12,408
2011-09-12,176
